userid,follower_count,following_count,account_creation_date,year,,,total number of users,1674,,,,,,
c0d414c1289864343e922f13194aa81848ac371275bfc30cd2863f3dfe4570c0,103,473,6/26/14,2014,,,,,,,,,,
a1b23de76732d191cbce5a14677d82f69fb8973b4d6a93d2b94a71a198d65f59,47,247,6/20/14,2014,,,,,,,,,,
c91b05c21f8cf4dd628f5d598b0f5b78e1856d0a86a10f5d7fee30010163f88f,103,118,8/17/13,2013,,,,,,,,,,
eb0d560760455457a3d8c7d1cb2aef1b702780b4d1c47bf6325b26bf8af00d39,46,296,5/30/14,2014,,,,,,,,,,
a590fdbb3e3fa06188e23435d7cfae61b7253be8c8f237483d1da320d0707de3,3858,0,11/25/16,2016,,,,,,,,,,
480fdf7e5e519b2e14ae395daa7df26f659b1f2dc0a578df346022b594165870,112,114,8/6/13,2013,,,,,,,,,,
7c1a0e74d7712da635b99692fe1c1c753f226ea3a41157259a0bd61bed814aad,485,787,6/8/14,2014,,,,,,,,,,
dabde0b499f5ebfb8a84b23b5244690eaeb1ac69a4c23bd4e705a480bc8c7868,54,74,5/29/14,2014,,,,,,,,,,
7b54fc624dad6a130112befe10710f89c74b6ec10d22a0cf0074c3d2bf0bcad1,616,507,3/28/14,2014,,,,,,,,,,
a8b9d82881194c71f8b3fc93776bbfa496f225c604899241a8f34eefa732dec3,113,212,5/8/14,2014,,,,,,,,,,
b8726fc348617a6f9dce6cf86995ac180d7de04399bd98c1e340a630f385f866,854,634,8/10/13,2013,,,,,,,,,,
eec9a98ba40e276753bb9fa2d1ba03f3c48af709643da11d66ae544b50a65f30,68,292,6/21/14,2014,,,,,,,,,,
c805c23e67492b4c4322bf9d94bf724a598d65099813d301800643194356325c,60,386,8/3/14,2014,,,,,,,,,,
70b2293610399697745c9d48f0885b25cc6834690a754dab4bdb278f7d8ff0a8,30,180,6/5/14,2014,,,,,,,,,,
7b308d8a7563a6c864dfd4997bbfd3c009ec0edfb81182bb1ebb57f0cadba0d9,879,1976,3/23/14,2014,,,,,,,,,,
b78f6d8d7e5dce901ec04d9857ab9ccfb908564c177ab21fa49e5c88cd8a4554,76,333,6/6/14,2014,,,,,,,,,,
883b2a4d1bd9474e5677af51f6b428354430026c066f210123f10d082593506a,856,829,8/23/13,2013,,,,,,,,,,
fdc759b9252ec665980f9e8396c9d2d1e5da24697e1d185ecdbce517fa1ab28d,4361,4619,10/23/15,2015,,,,,,,,,,
79a4588726896724ea199fe620be6ad0da3b9a401ae7c69b32c4de533f3ae50c,47,136,5/13/14,2014,,,,,,,,,,
b82f3d631a8bf2b1f71e0e1adb03ce3522a9bce68e69e222bfa4cf64d1daa2e4,466,844,9/11/13,2013,,,,,,,,,,
ef2244f492e220412d27ad6b0a8a70f2de78cdff0194899d5a9e64d19aa3fcc9,132,234,7/24/13,2013,,,,,,,,,,
12c8f1b1c918d2cecd0102e4f7fdb2771217a46750b220c1af5173d1d19d4112,728,620,8/28/14,2014,,,,,,,,,,
9625d6f574881298d3f1f7ca8e91b7cf25cfc20f20df6322495ed3c239dd9d0f,75,105,12/17/13,2013,,,,,,,,,,
ec6fd63e3a50b8efd96db309da6acece4dad3ee752da0f537b9eb7e297a022dd,51,199,4/28/14,2014,,,,,,,,,,
6cf81a92e76a5a331d7aef346510ca3d4c7e13a8ab0e7f7a34ee3d0fe78289fb,48,320,8/28/14,2014,,,,,,,,,,
a7b069135ec950192bdb894ccd76ea3df669e00f88daab3a6e33175cb5b670fe,92,121,6/20/13,2013,,,,,,,,,,
669c36faea53e37a8f090b4f8620322278c97283a94b5048ef00abdf6cdd9db3,78,107,3/10/15,2015,,,,,,,,,,
71cfc41dab3e5a63b408f655f7ffbcaf310d5db74ac191c12c4d6e8399cd62dc,61,85,8/5/13,2013,,,,,,,,,,
2494509505,5487,87,5/14/14,2014,,,,,,,,,,
161d1f38310295889b29782066fb5711f2a38ee5d7e402f1cf075e67ea9a62d9,93,146,8/12/13,2013,,,,,,,,,,
52dc957473dcea8dd198cb6b0cae74c40b9aa142ecdc93b3bc13f325bdc6085d,42,15,3/17/14,2014,,,,,,,,,,
212d372f771b450a49af510355b75d648be51d5ad4e6443bb81e7b91d76d5b45,394,277,8/18/13,2013,,,,,,,,,,
010de99355dc8d0b6987270bace242b49d272ad7a94abf0dbbcd456f9e6877b3,79,35,5/30/14,2014,,,,,,,,,,
d7f80e78236deb1eead28edcd846d35d5c4b422cf1b79458244ef33867fb0b62,0,17,3/17/15,2015,,,,,,,,,,
a8be5ee463dd7bf0ca2277e9524fbc1ae87a9adcba3498cd4033e5f3f0258080,114,158,8/15/13,2013,,,,,,,,,,
3197151086,13082,2933,5/16/15,2015,,,,,,,,,,
c8f5478d4496c7bb390f595315a0b4c54c0b7e9e97524709bfef3f465c78d69e,11,44,6/24/14,2014,,,,,,,,,,
28db065cf559048b1705a1dac4d6c459e0f9241ea643b2937f57026d85842e87,59,300,5/14/14,2014,,,,,,,,,,
2721995401,37362,2617,8/10/14,2014,,,,,,,,,,
f51753923442c3fe829ca4fb6ff930b0ab094f3be58b4fc36da3479b270781e0,50,39,5/13/14,2014,,,,,,,,,,
a4c6113ea516ebf7ff24a09573ebbc1bb2b26fe55e32f5084270b004a16a53af,109,179,8/16/13,2013,,,,,,,,,,
be762d9f6e6423c2b11320bd7b4d6abad8aed0f8a8a54f86350d0a584117eb25,964,1001,8/10/13,2013,,,,,,,,,,
f4c087e05fe8be2da5729f15fe7db68fa7557a7bfdc7b699a0339f01786b2063,50,19,5/18/14,2014,,,,,,,,,,
5e3bb6061187134eebb69c203433efe2304d4bf4996f499820cfc87013dfcba4,63,22,5/30/14,2014,,,,,,,,,,
5fe1ff96eabcb7e57d3783801171868705c60338201c67d559f22577e769c2b8,84,230,2/28/15,2015,,,,,,,,,,
d2857a1f930016f6118ec3d00058b9ff687b54e49a85cf3c35042e36dab56c51,1543,34,11/5/09,2009,,,,,,,,,,
94d0a0a018d4fb8101cf4b3bcb4e07a4dfcd9138a00dda29bf73dbac3f5e441b,97,68,10/9/13,2013,,,,,,,,,,
51adfd241872a1a089e54af26c16bca732b6a99b943f9fba5ac83f694ebb185a,737,1732,3/12/14,2014,,,,,,,,,,
c544b1bc6198e58f310fa865bb96c9a0ba14c9fa13a8623715569c1cf15cacfa,82,195,8/28/13,2013,,,,,,,,,,
25d5ce2881f8e7dbaf6641c2b60eabba62f9f5d9f20bd93ee799826b17e45048,548,884,8/23/13,2013,,,,,,,,,,
755fd449f437fc81ac590a8623d2df9b057357187d187d81c8d08e5969f007fb,132,221,8/5/13,2013,,,,,,,,,,
f6b4b2d61e227c53be78b94899c502ef0375d3b92b45f10639e450d259b64010,80,350,6/19/14,2014,,,,,,,,,,
c905a040d0f68276af4e164c1c2bcf8abc2d3cabf6ab8268d47a10b719a7c391,4061,285,5/6/14,2014,,,,,,,,,,
9deac0faf72c0adafbeba5e01b2ba18262aa05a4b120a9924c19328a802bcde5,58,54,5/12/14,2014,,,,,,,,,,
8f39bc23dbcf87ee4ef0fb211dddcb093c5b93fa381a93205b6046ea197226fe,1343,793,8/22/12,2012,,,,,,,,,,
fedd5fbc1d6c6e7f3e19a28a86142bb88ad733f354b47a525acc3c8ed0d3e7c3,728,507,8/22/13,2013,,,,,,,,,,
4dc1cc20f4c1876daca505c4bed48e10107a6e13d46560ea1c3412609f086672,117,175,8/6/13,2013,,,,,,,,,,
40957c588722a536c43f5cf214bc584a9eb1b2976ec8efc77f015bcadd656a5f,55,66,6/2/14,2014,,,,,,,,,,
472e7bbdf45c0888fd7e8aae3d6a8471da35511d18fe72f6b5e86a9f5471dc0e,4637,3836,10/27/15,2015,,,,,,,,,,
e134fe388529dfeb6f4e3d7de3eae7f384cb428fd0cbfb4ac9d6347c490ae599,57,29,9/27/13,2013,,,,,,,,,,
97f1a63d11287e94963caf19447f1d1e883adc16cf18d729efdcddc864c67ef3,135,389,5/29/14,2014,,,,,,,,,,
5bf67e6c1bfc2acfc46c7ad98b4bae7debe49cb03ee9e040840fd420243b1b6d,101,111,8/5/13,2013,,,,,,,,,,
d85ff9bf3d9d31806f9df8ea4394e9dc02712100f4678fe355f9eca0ebc3689d,61,96,3/10/15,2015,,,,,,,,,,
463037cd1bc21ad3406eaefe0f8d1373ab34f927e66d428d779dc5ad781cef78,61,122,3/13/15,2015,,,,,,,,,,
578edc3731223ec2a38c8432993c5369aedf4ccc95e7f030af42912197f7a6a7,59,60,5/30/14,2014,,,,,,,,,,
450fefcc31da3775962c2f3e5ad5bccbbb61f5b9ec1bae7073f1ac2ced94850a,117,216,10/5/13,2013,,,,,,,,,,
cdf3b0536707b636e1ebf93f0c7a181790269cbc2ee93ba103e9b863d7b747bc,936,666,9/2/14,2014,,,,,,,,,,
9a8e845f17b3a3774de7ed4c4ace42f97257c285719bf86d7f8026b4b9b9777f,30,110,5/9/14,2014,,,,,,,,,,
f0c6a7a9ae84aa09cb13e283ee2dcad50595a2a076dea4b0f032acedbb30244a,11,87,5/18/14,2014,,,,,,,,,,
4cd5d6238d4133533c7b56de66061babdeac0d321fc0c0a12e02a509c626ff04,87,115,3/1/15,2015,,,,,,,,,,
646d4fd1a0bb1367badf1e69294d9b2374996d31b1bbbe7c60368e5e217951bc,973,1996,8/28/13,2013,,,,,,,,,,
75260a9a180575743d360235084b16675248455e83c04bceda90043e50c86c4f,4186,3308,7/27/13,2013,,,,,,,,,,
acf984e267c5cacd9e60116c37db4442b7b8529d75074dcf609420bb83243117,673,1405,3/11/14,2014,,,,,,,,,,
2fe1068c5441a7f659227c4ed9130fcd2a3b38d113ab27a2fabd5a0dd6a61b88,21,149,8/3/14,2014,,,,,,,,,,
327dd869dbfb18b4070d869f1bec04094edd43950d43f26e253f9ced506e459d,56,59,5/30/14,2014,,,,,,,,,,
ca038bb9b2176761b0dfc79373adda57f0369e4263778b50089c144cdb499f34,745,1367,3/23/14,2014,,,,,,,,,,
da469213ebf46be2e22e194bcaa7f9b8c176657fd3b6cb197ba7bb9bea8b252b,105,100,6/13/13,2013,,,,,,,,,,
8ff1e1e17b17091088bbe8985a9a356cd53e5ad62286eb40ebcd249a81681136,65,145,3/10/15,2015,,,,,,,,,,
80120a9e64e53c7e324421ec812405b2face4def65de2ccf26ce49c78c082695,61,335,6/3/14,2014,,,,,,,,,,
2fce51e5136652b735cbb9949bf8d2097aefc6233d53d7232c0a0f01a0cae245,537,419,3/24/14,2014,,,,,,,,,,
7d265e6cb738b9457696e46c8eebf072cc1501be6355507063576ddff113d2cc,2,0,5/15/14,2014,,,,,,,,,,
e18b35556cd304be648a39362aa1281f5be6f614c8a99f5f396790b3c641ca92,57,119,4/24/14,2014,,,,,,,,,,
646a49c2635ade26952722da64c44a1305f4606f6740400b358c5d1426e26c31,39,159,6/17/14,2014,,,,,,,,,,
e712339f47f8933f1d033d11ae1dd09de7c8fc93b015a73bbfc4e559e948bde4,44,302,6/3/14,2014,,,,,,,,,,
aae46aaa2660c5947065f330415f451202ee029cc80d29b7f69de307652e3b50,117,115,8/23/13,2013,,,,,,,,,,
b9e8021dc717918490894ce475f3a89d8bcb1b3be60ae027ab8100feb6ea51cf,62,333,7/5/14,2014,,,,,,,,,,
20cec8927074f5f846ea12d67c8676de880ccc36f5b95f31255a1ada1bd75996,99,110,8/24/13,2013,,,,,,,,,,
8e7854ac61ae724060f2068c62654cf701bb3dc56e8f4d8ea58b4e9da435d3d6,3771,4,5/28/14,2014,,,,,,,,,,
a0ed546ba3aada4313de87f9ec201497a636be1d56e1f5125829a5947cd55308,92,97,10/20/13,2013,,,,,,,,,,
10e327898764bff0fa7c5ddbb1fcdcd0f21a2866e8f51f5f729bb12ed95abaa1,35,325,5/15/14,2014,,,,,,,,,,
ce6f638cb2098f9c7c685eb20cfd80d9f08bd153580b4c62fdfd45b78fc19ffe,1314,2248,11/12/13,2013,,,,,,,,,,
25b80b8c85306e068ec30f74058caa0e4794824bd107e3352a520178d4536f9d,106,114,8/19/13,2013,,,,,,,,,,
bfc0e62f2c09676ec328daca0520ec0f487a9a1419700ea2641556c0a032b9c9,352,284,6/20/14,2014,,,,,,,,,,
a396435b41bb21c018281c802df9fa8d1a1eaa9b5b139c72bc1114ca62871b9c,2036,2000,9/15/13,2013,,,,,,,,,,
e255c278c37f25951ce1698b128b14aa751d134c18940b1b6e1b2cfe03740525,69,269,6/20/14,2014,,,,,,,,,,
745cdb95a024e9ec3fd0367079d3019c2ff18512490a3238858af8483c9f2213,49,80,5/15/14,2014,,,,,,,,,,
aeff3f0c795c8ccd42b553bad2d1b09cf92b6188edde0dbedca7b008caac3f28,70,106,3/10/15,2015,,,,,,,,,,
e1d87b2a5c72906ce4d5fcb2fa61da5291750eb889a8e97a5cb6da580c353336,733,1954,3/21/14,2014,,,,,,,,,,
b1fd43ab5e0a80e95cd373e617911ba0144b3000563a5b4306d11ba3bef323d4,143,329,12/23/13,2013,,,,,,,,,,
4c1222559a2d600a1bd197d6aed42926f5a1192e8aa294b0732f8af4a3fc92a4,26,27,8/17/14,2014,,,,,,,,,,
dfd137345b5875ff2f35dbbbe754cdeebe297310c7c9c3cc46f1401dbf0a8f9a,52,232,6/15/14,2014,,,,,,,,,,
07d23813d56c923851051546fef9fc7a4f2ccffeb31d06cfea0041cf511b9cc5,50,233,6/18/14,2014,,,,,,,,,,
d7d0526698e9cbf2fdd14e3f12e5dd77c5794c28939289086d6c8df89a815359,57,76,4/14/14,2014,,,,,,,,,,
33bf575f23fd6b82d9aef98d058d8b728286d24efc77d51137c75ac4867c4d50,2,6,6/11/14,2014,,,,,,,,,,
84b9b3d574f433400f0133e6bbc02489ea46e3931b558cf58e682666ff02d1f7,98,104,8/8/13,2013,,,,,,,,,,
6ff481a6dc96592a7984936d55bcb8f66d9099757127d43ece5953d8f6aa0ca3,106,78,8/21/13,2013,,,,,,,,,,
9f5890f923067deae9e0c9a1d794048dcfc3d09add576f12d7fcc8c3fd751858,79,71,4/28/14,2014,,,,,,,,,,
b6e6dfef1620082fe18484117f43a294c6b05a354884555365d7f1a9b4a43ff4,574,1432,10/1/13,2013,,,,,,,,,,
36f2768e6fcac2041cd5604315cab62bc02c808f1ddb3492bb7b265db4875a59,3512,3147,5/29/14,2014,,,,,,,,,,
2eb5edf7afb6e4871088b3186f2838e0185755079deb0ae963ba6d626a7157df,60,290,6/19/14,2014,,,,,,,,,,
e858bcea74ed398dc7eb2e53b773c73991c491edf91310d91b472471feb76590,100,469,6/28/14,2014,,,,,,,,,,
979aabef4b4b19b965004b6fe0ce54e613b39a5f38d9af09a2310790c026e5b3,39,155,6/4/14,2014,,,,,,,,,,
05889d4a37fca9672534f070cc725be5833aa7d700e17c66ce43094476436736,1,0,6/20/14,2014,,,,,,,,,,
9e8ad6f861cc17ab90581a5a324e43353e599555c4b5621396035b41fda53e3e,114,137,7/6/16,2016,,,,,,,,,,
47172d6843f520b9092ee6c960e010e2cfaf775890a29443014b41bf7ff15c13,1047,288,8/28/12,2012,,,,,,,,,,
6577a25ba6ba0c17dfe945f2df7da33030245aaa36cb86a021ce7cd7ae1ccb2c,712,1586,10/8/13,2013,,,,,,,,,,
63fe72821e762b7b70c0181c28f19696675345426c77a236b9f3035ed0de2243,641,1933,12/7/13,2013,,,,,,,,,,
3f5a3aae5fac54aaae8966f94830b6822130ed21470fb800af7254c5cec6c367,473,483,9/2/14,2014,,,,,,,,,,
ebe951b283bb4e4006c29c535fb7ee4f43e9a942c8db60a6906e960f0f73e4a1,103,106,8/18/13,2013,,,,,,,,,,
7769e4c3d8efd3ffeb08a3d86b70ce8e15ede93e7bcc65ec9d4db21f1f3915ea,59,428,8/26/14,2014,,,,,,,,,,
2d0c82888417a7f467c69e663a61e25c4507fdc4fbbf1437af731472426d75da,610,483,8/19/13,2013,,,,,,,,,,
f22764077eeefc34cf4ffba246076335e266d73dd2436799f22168923d81f91a,796,814,8/24/13,2013,,,,,,,,,,
28decfccddd84f67c4f47019afb636ad3d347a32482811038478ff8b09e345ba,61,33,3/22/14,2014,,,,,,,,,,
51afddd360e8bef7dde0aafbd450ca3426d30a6cfc1efbc740aae9e4336d796b,77,472,7/2/14,2014,,,,,,,,,,
10307fa265ca82edce35a263827bd9acd1e85aa2a816feadfa6c61302d13bb9c,62,105,12/15/13,2013,,,,,,,,,,
e228a194c9d80d7f8e0db185a1746a55a7c8a59e8b399e127442c40318bf6998,35,162,5/29/14,2014,,,,,,,,,,
9ee57f0e6cbc56e69b481004a4a171cf965dee37e6600d4bb56a615325128edc,28,165,7/25/14,2014,,,,,,,,,,
26210570200bb9bf42551c9faa466b72e8a9bfdecf4b005ed8ff5bffdc797e2d,14,129,5/16/14,2014,,,,,,,,,,
bf9dba91bbd72a2145c1e8c620d811f22c416501ec495fb92b3a4525569e74c8,30,118,5/15/14,2014,,,,,,,,,,
4fafd6c9eda98e177bf5df6f003851cbf59f22628766af513b106196621b439d,155,311,9/14/13,2013,,,,,,,,,,
f2634f8d921cd5f5dad31ef764852a23eab7f901975314533e70fb410988b69e,456,422,6/2/14,2014,,,,,,,,,,
9154b6d1682cd7cc0a2e371a9092149b83d5ab9a0e4374b09f4b1cba2b720e6e,46,144,5/13/14,2014,,,,,,,,,,
c33d38ef0d11affe426ee782958b3e509d620e24fcfb20c75e64905502619060,617,274,3/30/14,2014,,,,,,,,,,
cab6cebdbc6d91a30a7272cbb0d657ccd13fab8b3366730364d69c133787397a,719,1877,8/27/13,2013,,,,,,,,,,
2637b0478faa3a6a29b773f3ed366d81e017cf0cbb060a185cca49f9a1daef37,280,279,8/18/13,2013,,,,,,,,,,
16e679129d22b2e394de83913ad25b2a462e111337e732fc784eddf53f6f1c16,678,446,12/29/13,2013,,,,,,,,,,
533bd35fdbbec65d406b13a6a6e128c0604f41a8e9c1bd83a211860a46d9c508,500,462,5/31/14,2014,,,,,,,,,,
2bfa3676ec659d15d5c6e59b9c043b6208b4dd58b2105bfab4e0bbc1c87bb228,127,211,12/11/13,2013,,,,,,,,,,
c2cdfa5b072486a4540d593ee273a16429c794e302e8bef84e2521d83b31014c,514,319,6/20/13,2013,,,,,,,,,,
2673148fbcf9af0a4ef79ff544d8b43abb4bc566a6ef0baf42461ac7e42708f3,153,92,8/13/13,2013,,,,,,,,,,
ed3fd2f04999659acd283b03a93d79427f62798a2d14cd44f56fda6c26c57161,848,291,8/3/12,2012,,,,,,,,,,
38a7e18b94a157ec3fe95f11f8e41979f5d97f1edbaba0852252e3080ef31f5b,52,80,5/16/14,2014,,,,,,,,,,
4289431230,9787,8336,11/19/15,2015,,,,,,,,,,
7be038f047ded532d42dc010c571831b6fe7807f154c946163690f1cb0031c4a,1520,1786,5/20/16,2016,,,,,,,,,,
89a2f00b31845b52271dd0b5715dd0809d3de1b1a4d6062405202a27d056aabd,836,809,7/26/13,2013,,,,,,,,,,
72de49f3d66d5f4d515cd29ab7f3ba9e5a164e448f7554c7486c3565b9101223,47,81,5/23/14,2014,,,,,,,,,,
8.42E+17,57295,50746,3/16/17,2017,,,,,,,,,,
2516280f2568b936378a9f78eb8169df9a4f70e42cb248b71e36ed3b3809b80b,143,66,7/24/13,2013,,,,,,,,,,
fbcdcdebd0a2cf3481ac7922a439d2fbb363cfd10d7dbeb05dd76dde521e97ce,333,279,6/20/14,2014,,,,,,,,,,
7f798e11464ee7d4fa468e03dff627f6e47e2b84077af4203be15f62e04f81b2,61,65,5/14/14,2014,,,,,,,,,,
a923e3c880cfc9022cf22d95a6de613bebba72a7eb4b79c7f828402194588066,42,155,6/11/14,2014,,,,,,,,,,
b77db71f632a029dc4585ae0005affb9ba889f4e190dfc9d6b4873b880720b63,105,120,8/7/13,2013,,,,,,,,,,
670817e7af29292b255712489bfac8f7ed06fb49d3b7513757435d4f8d52b192,64,74,5/30/14,2014,,,,,,,,,,
02fdbbce9f36a93ed8056e0a1b02a857a0bce32e7d96d01d021e91b51681d134,3817,2484,4/10/16,2016,,,,,,,,,,
e3bd82af2448acb2f03e8784580df86e5a3bcfdac08ff78c9d2692cda102f839,48,242,6/9/14,2014,,,,,,,,,,
06b743941e9471d9c9d0b70ae82024d395e135fc88b90127be7a9f0e6a4f1734,33,300,6/1/14,2014,,,,,,,,,,
73bd3d2ea9b38193c7530a05bb85769d783d11df0a840c5bdef5e3b11b307c84,113,146,7/29/13,2013,,,,,,,,,,
fa2c74b7a8ea8063a5e276f504e63528275ea4ae0568b3360932e28f363920f2,26,232,6/6/14,2014,,,,,,,,,,
fbacc636a5b2cae0e57d7398724b011ffadee4fe7ee4d783f2dbf19fc991a81e,85,342,5/21/14,2014,,,,,,,,,,
e0246a9e9adc2eb22c5ddd2fc11fa9abdc05f048b8293f5b05c800435a210280,576,621,6/15/13,2013,,,,,,,,,,
b8fa04bed54cde5713890d0c74fde7d5d9083456becdd69dfdf91b30376f6f9e,60,77,5/16/14,2014,,,,,,,,,,
8ddbf5f404d56d2f8998d4a66640e9cbdc50a4ed1a737f820623288caf61de18,18,137,8/16/14,2014,,,,,,,,,,
c9779a74984a83f6094bb2d85a80bd1b950d6363a7125b827a1efd2f8a05abe9,106,123,8/10/13,2013,,,,,,,,,,
1faa1319a9c2539731e5eea4c48036e69393a1fefe644ce480ae9b6e511d6f75,103,125,8/4/13,2013,,,,,,,,,,
977a7310a34d9dfce6c5f9597a1839ed1b4102f56f34e76ae34db3fc21292d19,105,94,6/28/13,2013,,,,,,,,,,
4f9c0d7853fb33eb1b9392c4ea17e2efa0c36b3914eaf0efb063c6f2c240325a,0,2,6/22/14,2014,,,,,,,,,,
4b6985b0818a9ff09e0a5a5af91c021c17cac0bd9172294c3c903c5629569d5f,89,223,8/28/13,2013,,,,,,,,,,
eeb26da13ea3d5933f42ae02df8d881748e98d9e202c14192cd6244381459313,1388,1169,6/21/14,2014,,,,,,,,,,
dc037fb4cc327210d7ec4ebc938ac38d3c8ae051213db8b97b8541c48c33372a,4483,3281,6/18/14,2014,,,,,,,,,,
3806b885d809fb77c9a0f21e0f794001cfc97ab9891f92073b07ddf01d83bb6d,2849,2406,5/30/14,2014,,,,,,,,,,
dfcf2c9017b25c825fa444e17e429f3a6e739bc44ca7db41645470fe4410ad25,2027,2694,9/8/13,2013,,,,,,,,,,
de8c7366caf8490f635bac94eee92149ebd1564bc53048a5431af840236d0f03,611,1977,12/19/13,2013,,,,,,,,,,
af2a39dabcf827f45cae6d39172c9d28851b32cfc4c257b842e358a3b983d416,153,149,7/17/14,2014,,,,,,,,,,
c23865a25e5b658855ed5262eb051c6befc1c29e4ed952f635e540f3ce3de188,298,456,12/12/13,2013,,,,,,,,,,
a7e66c2c8b0ea83b084c62470e9b5a7eabe82ef201c07bb623d27f8ac7895cea,50,35,5/11/14,2014,,,,,,,,,,
0c84060d401ead5f7f33bed7198bf2a74bbeabed660f9ee3a1e832e99fea8377,963,1984,3/23/14,2014,,,,,,,,,,
d53f80aeee3b7088d33ed0a59e432535795de4c3299faeb11dc860f2d246957a,637,1983,3/19/14,2014,,,,,,,,,,
f6bedfa664add19d152e0151939d3e9c9d5c569cf57fe0db761178e08d2c8fbd,107,160,8/22/13,2013,,,,,,,,,,
526b85ea68795e2341f1a60f7a711540ad8039107065281890fa5f5cd924f6fa,136,373,5/15/14,2014,,,,,,,,,,
3e65a65724f0153245355e97c38b5b0d9058edc0767e6a566ae354b09a5efb98,42,231,5/31/14,2014,,,,,,,,,,
1b8be25e66ebae99f070274f28bd89d81dfdd85e7db26ffb46da1ca909ae6d11,65,102,3/13/15,2015,,,,,,,,,,
78f653d4450aa96cbe7dd0a9a0183bdfc8f8a36b2e69db8fb7a4cdcfe74ce0d3,415,286,11/11/13,2013,,,,,,,,,,
5d6bcfe7c051f9a5a06615a73280b6f9a6e5477fcb18f58f6b3b3a8ca50ddc96,72,129,11/22/13,2013,,,,,,,,,,
4e04b56280e42e1a57b404e299e57a8a8cc9afbb8799a30111c1cf6a1a46aa06,133,171,7/6/16,2016,,,,,,,,,,
5d907678953ecbb677cadaf1140307e730675321aa97fa9936f63113bdde6e42,96,137,8/5/13,2013,,,,,,,,,,
15127d632c92ac4346eee6c9e09415f0169b224155318e9201edf59a2e1e365b,17,96,6/18/14,2014,,,,,,,,,,
8d30162a3f1a21d0a91f5ffa734d8f85db11aa13e3c0d47c5744c59478c1e2eb,212,421,10/6/13,2013,,,,,,,,,,
3b3a4c6e344805f6efce5b39db69d446f83a1f632ca57c87142ccce5ba26e7e2,1,0,5/30/14,2014,,,,,,,,,,
8f3ab6204b08a265a6ad77ef5ca7cea4741d63b61fe22eeda3e2ece8d2485e4d,192,775,4/29/14,2014,,,,,,,,,,
614f89a51cf6d006a3f2e535551203421fa024824e6e07b11494a8341ea7f9cc,1349,1624,9/25/17,2017,,,,,,,,,,
8b9660982ca4f963302c0cc594c8b734de5cd7a80845f8e7e77001f638fdfdde,72,72,5/31/14,2014,,,,,,,,,,
c41859516c4362e2c2b575d9defaf061903416de4b0cc8b7c20c9b52810220a1,101,96,8/28/13,2013,,,,,,,,,,
cde269734cd6d0071e0862e85a60fac8c705d1af9cd786f3b71ea7a5bb2cc9fc,115,155,8/8/13,2013,,,,,,,,,,
a7fef0d4f18ce4a149aa870b2b65b468596f93bc1ea80e72c993ad650925ddb7,656,1956,3/16/14,2014,,,,,,,,,,
5126e38762c863a3fa30d1a0e551ad1bde2d5c3445324862d6b86be41f43d17b,101,99,8/19/13,2013,,,,,,,,,,
6e7a73c8b9fb3b076f740dbd6c1cb04ddd1891b7f642060a0cca611afa14e80c,21,102,8/5/14,2014,,,,,,,,,,
d5b03d33025be9a213bb9177892a502894142060da1696d70ddefd80f9e3d82c,554,545,8/27/13,2013,,,,,,,,,,
5fa1d5e1deb6cedcd69c86851eb77a32b50a3e831c65d44443be36f07aefafb6,20,102,8/15/14,2014,,,,,,,,,,
3b00f04c72895c23c0a2ccd70a9da6bc7866c969d91f820198b2e47499b9ce4f,109,153,8/3/13,2013,,,,,,,,,,
453fc93cb3ced76c8130552943da628affbd571315bf1cd4e5d1353b79ae9257,49,316,5/16/14,2014,,,,,,,,,,
cb65224a95e2afd0ff311b7dc4ef0e571be0cf600316fa6e31e3448ef463b940,98,128,8/9/13,2013,,,,,,,,,,
796415e1843c29e10f14e5c53aa9aa46c10cc275164b2b76c6fe6fc5270853b9,35,219,5/29/14,2014,,,,,,,,,,
38669b968f237bb73780f5e3e4be487df4f3b289db6944df776848af0c6c7d1e,104,140,8/8/13,2013,,,,,,,,,,
6fee2d3228847cf7580f3e70f8374fed5db7f297ad59964b536c897fd8d2c482,56,55,5/29/14,2014,,,,,,,,,,
7b1e49e07606a2ec57fd895b479789df937e209cfb2e50d86512f24f2eef860b,111,126,3/2/15,2015,,,,,,,,,,
b8d8895c41bf2522df57a59d00a6ecf1171f67862342281a274917722d2af408,142,221,10/8/13,2013,,,,,,,,,,
b1eacc4052012b3547085c457e7545ff7ef85e1e190afc46d623b3e7e8409355,606,619,8/26/13,2013,,,,,,,,,,
9b94bfb1542a08ef48da99dfd313909cb7732511964bed54153969f2b5ca2c14,17,128,5/29/14,2014,,,,,,,,,,
c82ed19728d4cb5cf2c70ef67abc531ff261816c6c6331b25adbba28fb2c32dd,137,94,8/18/13,2013,,,,,,,,,,
370587d1c1c62429a676d5906ce3e8cfc436749cec041f68ab080f2df1615676,1553,4257,11/3/15,2015,,,,,,,,,,
b674c51c2ae3b1053bba19cb627d67a4f3c48dc2ee1e5025ef06c9e88d59dddf,127,240,3/18/14,2014,,,,,,,,,,
44db222960eaa1dede3895269675a9a2e182aa248b5c3cdfa02118517b0dec89,81,296,6/22/14,2014,,,,,,,,,,
7d2b66c5f3b557ab3c8d4ec2be0ba72b8202d2ffdb37ff7b16e0854189cf75c3,3385,3291,8/22/13,2013,,,,,,,,,,
